"denominazione_regione","Capienza","data"
"Valle d'Aosta",33,2021-03-31
"Veneto",1000,2021-03-31
"Abruzzo",183,2021-04-01
"Basilicata",90,2021-04-01
"Calabria",152,2021-04-01
"Campania",590,2021-04-01
"Emilia-Romagna",747,2021-04-01
"Friuli Venezia Giulia",175,2021-04-01
"Lazio",943,2021-04-01
"Liguria",227,2021-04-01
"Lombardia",1459,2021-04-01
"Marche",196,2021-04-01
"Molise",34,2021-04-01
"Piemonte",628,2021-04-01
"Puglia",452,2021-04-01
"Sardegna",181,2021-04-01
"Sicilia",832,2021-04-01
"Toscana",612,2021-04-01
"Trentino-Alto Adige",167,2021-04-01
"Umbria",130,2021-04-01
"Valle d'Aosta",33,2021-04-01
"Veneto",1000,2021-04-01
"Abruzzo",183,2021-04-02
"Basilicata",90,2021-04-02
"Calabria",152,2021-04-02
"Campania",590,2021-04-02
"Emilia-Romagna",747,2021-04-02
"Friuli Venezia Giulia",175,2021-04-02
"Lazio",943,2021-04-02
"Liguria",227,2021-04-02
"Lombardia",1459,2021-04-02
"Marche",196,2021-04-02
"Molise",34,2021-04-02
"Piemonte",628,2021-04-02
"Puglia",452,2021-04-02
"Sardegna",181,2021-04-02
"Sicilia",832,2021-04-02
"Toscana",612,2021-04-02
"Trentino-Alto Adige",167,2021-04-02
"Umbria",130,2021-04-02
"Valle d'Aosta",33,2021-04-02
"Veneto",1000,2021-04-02
"Abruzzo",183,2021-04-03
"Basilicata",90,2021-04-03
"Calabria",152,2021-04-03
"Campania",590,2021-04-03
"Emilia-Romagna",747,2021-04-03
"Friuli Venezia Giulia",175,2021-04-03
"Lazio",943,2021-04-03
"Liguria",227,2021-04-03
"Lombardia",1459,2021-04-03
"Marche",196,2021-04-03
"Molise",34,2021-04-03
"Piemonte",628,2021-04-03
"Puglia",452,2021-04-03
"Sardegna",181,2021-04-03
"Sicilia",832,2021-04-03
"Toscana",612,2021-04-03
"Trentino-Alto Adige",167,2021-04-03
"Umbria",130,2021-04-03
"Valle d'Aosta",33,2021-04-03
"Veneto",1000,2021-04-03
"Abruzzo",183,2021-04-04
"Basilicata",90,2021-04-04
"Calabria",152,2021-04-04
"Campania",590,2021-04-04
"Emilia-Romagna",747,2021-04-04
"Friuli Venezia Giulia",175,2021-04-04
"Lazio",943,2021-04-04
"Liguria",227,2021-04-04
"Lombardia",1459,2021-04-04
"Marche",196,2021-04-04
"Molise",34,2021-04-04
"Piemonte",628,2021-04-04
"Puglia",452,2021-04-04
"Sardegna",181,2021-04-04
"Sicilia",832,2021-04-04
"Toscana",612,2021-04-04
"Trentino-Alto Adige",167,2021-04-04
"Umbria",130,2021-04-04
"Valle d'Aosta",33,2021-04-04
"Veneto",1000,2021-04-04
"Abruzzo",183,2021-04-05
"Basilicata",90,2021-04-05
"Calabria",152,2021-04-05
"Campania",590,2021-04-05
"Emilia-Romagna",747,2021-04-05
"Friuli Venezia Giulia",175,2021-04-05
"Lazio",943,2021-04-05
"Liguria",227,2021-04-05
"Lombardia",1459,2021-04-05
"Marche",196,2021-04-05
"Molise",34,2021-04-05
"Piemonte",628,2021-04-05
"Puglia",452,2021-04-05
"Sardegna",181,2021-04-05
"Sicilia",832,2021-04-05
"Toscana",612,2021-04-05
"Trentino-Alto Adige",167,2021-04-05
"Umbria",130,2021-04-05
"Valle d'Aosta",33,2021-04-05
"Veneto",1000,2021-04-05
"Abruzzo",183,2021-04-06
"Basilicata",90,2021-04-06
"Calabria",152,2021-04-06
"Campania",590,2021-04-06
"Emilia-Romagna",747,2021-04-06
"Friuli Venezia Giulia",175,2021-04-06
"Lazio",943,2021-04-06
"Liguria",227,2021-04-06
"Lombardia",1459,2021-04-06
"Marche",196,2021-04-06
"Molise",34,2021-04-06
"Piemonte",628,2021-04-06
"Puglia",452,2021-04-06
"Sardegna",181,2021-04-06
"Sicilia",832,2021-04-06
"Toscana",612,2021-04-06
"Trentino-Alto Adige",167,2021-04-06
"Umbria",130,2021-04-06
"Valle d'Aosta",33,2021-04-06
"Veneto",1000,2021-04-06
"Abruzzo",183,2021-04-07
"Basilicata",90,2021-04-07
"Calabria",152,2021-04-07
"Campania",590,2021-04-07
"Emilia-Romagna",747,2021-04-07
"Friuli Venezia Giulia",175,2021-04-07
"Lazio",943,2021-04-07
"Liguria",227,2021-04-07
"Lombardia",1459,2021-04-07
"Marche",196,2021-04-07
"Molise",34,2021-04-07
"Piemonte",628,2021-04-07
"Puglia",452,2021-04-07
"Sardegna",181,2021-04-07
"Sicilia",832,2021-04-07
"Toscana",612,2021-04-07
"Trentino-Alto Adige",167,2021-04-07
"Umbria",130,2021-04-07
"Valle d'Aosta",33,2021-04-07
"Veneto",1000,2021-04-07
"Abruzzo",183,2021-04-08
"Basilicata",90,2021-04-08
"Calabria",152,2021-04-08
"Campania",590,2021-04-08
"Emilia-Romagna",747,2021-04-08
"Friuli Venezia Giulia",175,2021-04-08
"Lazio",943,2021-04-08
"Liguria",227,2021-04-08
"Lombardia",1459,2021-04-08
"Marche",196,2021-04-08
"Molise",34,2021-04-08
"Piemonte",628,2021-04-08
"Puglia",452,2021-04-08
"Sardegna",181,2021-04-08
"Sicilia",832,2021-04-08
"Toscana",612,2021-04-08
"Trentino-Alto Adige",167,2021-04-08
"Umbria",130,2021-04-08
"Valle d'Aosta",33,2021-04-08
"Veneto",1000,2021-04-08
"Abruzzo",183,2021-04-09
"Basilicata",90,2021-04-09
"Calabria",152,2021-04-09
"Campania",590,2021-04-09
"Emilia-Romagna",747,2021-04-09
"Friuli Venezia Giulia",175,2021-04-09
"Lazio",943,2021-04-09
"Liguria",227,2021-04-09
"Lombardia",1459,2021-04-09
"Marche",196,2021-04-09
"Molise",34,2021-04-09
"Piemonte",628,2021-04-09
"Puglia",452,2021-04-09
"Sardegna",181,2021-04-09
"Sicilia",832,2021-04-09
"Toscana",612,2021-04-09
"Trentino-Alto Adige",167,2021-04-09
"Umbria",130,2021-04-09
"Valle d'Aosta",33,2021-04-09
"Veneto",1000,2021-04-09
"Abruzzo",183,2021-04-10
"Basilicata",90,2021-04-10
"Calabria",152,2021-04-10
"Campania",590,2021-04-10
"Emilia-Romagna",747,2021-04-10
"Friuli Venezia Giulia",175,2021-04-10
"Lazio",943,2021-04-10
"Liguria",227,2021-04-10
"Lombardia",1459,2021-04-10
"Marche",196,2021-04-10
"Molise",34,2021-04-10
"Piemonte",628,2021-04-10
"Puglia",452,2021-04-10
"Sardegna",181,2021-04-10
"Sicilia",832,2021-04-10
"Toscana",612,2021-04-10
"Trentino-Alto Adige",167,2021-04-10
"Umbria",130,2021-04-10
"Valle d'Aosta",33,2021-04-10
"Veneto",1000,2021-04-10
"Abruzzo",183,2021-04-11
"Basilicata",90,2021-04-11
"Calabria",152,2021-04-11
"Campania",590,2021-04-11
"Emilia-Romagna",747,2021-04-11
"Friuli Venezia Giulia",175,2021-04-11
"Lazio",943,2021-04-11
"Liguria",227,2021-04-11
"Lombardia",1459,2021-04-11
"Marche",196,2021-04-11
"Molise",34,2021-04-11
"Piemonte",628,2021-04-11
"Puglia",452,2021-04-11
"Sardegna",181,2021-04-11
"Sicilia",832,2021-04-11
"Toscana",612,2021-04-11
"Trentino-Alto Adige",167,2021-04-11
"Umbria",130,2021-04-11
"Valle d'Aosta",33,2021-04-11
"Veneto",1000,2021-04-11
"Abruzzo",183,2021-04-12
"Basilicata",90,2021-04-12
"Calabria",152,2021-04-12
"Campania",590,2021-04-12
"Emilia-Romagna",747,2021-04-12
"Friuli Venezia Giulia",175,2021-04-12
"Lazio",943,2021-04-12
"Liguria",227,2021-04-12
"Lombardia",1459,2021-04-12
"Marche",196,2021-04-12
"Molise",34,2021-04-12
"Piemonte",628,2021-04-12
"Puglia",452,2021-04-12
"Sardegna",181,2021-04-12
"Sicilia",832,2021-04-12
"Toscana",612,2021-04-12
"Trentino-Alto Adige",167,2021-04-12
"Umbria",130,2021-04-12
"Valle d'Aosta",33,2021-04-12
"Veneto",1000,2021-04-12
"Abruzzo",183,2021-04-13
"Basilicata",90,2021-04-13
"Calabria",152,2021-04-13
"Campania",590,2021-04-13
"Emilia-Romagna",747,2021-04-13
"Friuli Venezia Giulia",175,2021-04-13
"Lazio",943,2021-04-13
"Liguria",227,2021-04-13
"Lombardia",1459,2021-04-13
"Marche",196,2021-04-13
"Molise",34,2021-04-13
"Piemonte",628,2021-04-13
"Puglia",452,2021-04-13
"Sardegna",181,2021-04-13
"Sicilia",832,2021-04-13
"Toscana",612,2021-04-13
"Trentino-Alto Adige",167,2021-04-13
"Umbria",130,2021-04-13
"Valle d'Aosta",33,2021-04-13
"Veneto",1000,2021-04-13
"Abruzzo",183,2021-04-14
"Basilicata",90,2021-04-14
"Calabria",152,2021-04-14
"Campania",590,2021-04-14
"Emilia-Romagna",747,2021-04-14
"Friuli Venezia Giulia",175,2021-04-14
"Lazio",943,2021-04-14
"Liguria",227,2021-04-14
"Lombardia",1459,2021-04-14
"Marche",196,2021-04-14
"Molise",34,2021-04-14
"Piemonte",628,2021-04-14
"Puglia",452,2021-04-14
"Sardegna",181,2021-04-14
"Sicilia",832,2021-04-14
"Toscana",612,2021-04-14
"Trentino-Alto Adige",167,2021-04-14
"Umbria",130,2021-04-14
"Valle d'Aosta",33,2021-04-14
"Veneto",1000,2021-04-14
"Abruzzo",183,2021-04-15
"Basilicata",90,2021-04-15
"Calabria",152,2021-04-15
"Campania",590,2021-04-15
"Emilia-Romagna",747,2021-04-15
"Friuli Venezia Giulia",175,2021-04-15
"Lazio",943,2021-04-15
"Liguria",227,2021-04-15
"Lombardia",1459,2021-04-15
"Marche",196,2021-04-15
"Molise",34,2021-04-15
"Piemonte",628,2021-04-15
"Puglia",452,2021-04-15
"Sardegna",181,2021-04-15
"Sicilia",832,2021-04-15
"Toscana",612,2021-04-15
"Trentino-Alto Adige",167,2021-04-15
"Umbria",130,2021-04-15
"Valle d'Aosta",33,2021-04-15
"Veneto",1000,2021-04-15
"Abruzzo",183,2021-04-16
"Basilicata",90,2021-04-16
"Calabria",152,2021-04-16
"Campania",590,2021-04-16
"Emilia-Romagna",747,2021-04-16
"Friuli Venezia Giulia",175,2021-04-16
"Lazio",943,2021-04-16
"Liguria",227,2021-04-16
"Lombardia",1459,2021-04-16
"Marche",196,2021-04-16
"Molise",34,2021-04-16
"Piemonte",628,2021-04-16
"Puglia",452,2021-04-16
"Sardegna",181,2021-04-16
"Sicilia",832,2021-04-16
"Toscana",612,2021-04-16
"Trentino-Alto Adige",167,2021-04-16
"Umbria",130,2021-04-16
"Valle d'Aosta",33,2021-04-16
"Veneto",1000,2021-04-16
"Abruzzo",183,2021-04-17
"Basilicata",90,2021-04-17
"Calabria",152,2021-04-17
"Campania",590,2021-04-17
"Emilia-Romagna",747,2021-04-17
"Friuli Venezia Giulia",175,2021-04-17
"Lazio",943,2021-04-17
"Liguria",227,2021-04-17
"Lombardia",1459,2021-04-17
"Marche",196,2021-04-17
"Molise",34,2021-04-17
"Piemonte",628,2021-04-17
"Puglia",452,2021-04-17
"Sardegna",181,2021-04-17
"Sicilia",832,2021-04-17
"Toscana",612,2021-04-17
"Trentino-Alto Adige",167,2021-04-17
"Umbria",130,2021-04-17
"Valle d'Aosta",33,2021-04-17
"Veneto",1000,2021-04-17
"Abruzzo",183,2021-04-18
"Basilicata",90,2021-04-18
"Calabria",152,2021-04-18
"Campania",590,2021-04-18
"Emilia-Romagna",747,2021-04-18
"Friuli Venezia Giulia",175,2021-04-18
"Lazio",943,2021-04-18
"Liguria",227,2021-04-18
"Lombardia",1459,2021-04-18
"Marche",196,2021-04-18
"Molise",34,2021-04-18
"Piemonte",628,2021-04-18
"Puglia",452,2021-04-18
"Sardegna",181,2021-04-18
"Sicilia",832,2021-04-18
"Toscana",612,2021-04-18
"Trentino-Alto Adige",167,2021-04-18
"Umbria",130,2021-04-18
"Valle d'Aosta",33,2021-04-18
"Veneto",1000,2021-04-18
"Abruzzo",183,2021-04-19
"Basilicata",90,2021-04-19
"Calabria",152,2021-04-19
"Campania",590,2021-04-19
"Emilia-Romagna",747,2021-04-19
"Friuli Venezia Giulia",175,2021-04-19
"Lazio",943,2021-04-19
"Liguria",227,2021-04-19
"Lombardia",1459,2021-04-19
"Marche",196,2021-04-19
"Molise",34,2021-04-19
"Piemonte",628,2021-04-19
"Puglia",452,2021-04-19
"Sardegna",181,2021-04-19
"Sicilia",832,2021-04-19
"Toscana",612,2021-04-19
"Trentino-Alto Adige",167,2021-04-19
"Umbria",130,2021-04-19
"Valle d'Aosta",33,2021-04-19
"Veneto",1000,2021-04-19
"Abruzzo",183,2021-04-20
"Basilicata",90,2021-04-20
"Calabria",152,2021-04-20
"Campania",590,2021-04-20
"Emilia-Romagna",747,2021-04-20
"Friuli Venezia Giulia",175,2021-04-20
"Lazio",943,2021-04-20
"Liguria",227,2021-04-20
"Lombardia",1459,2021-04-20
"Marche",196,2021-04-20
"Molise",34,2021-04-20
"Piemonte",628,2021-04-20
"Puglia",452,2021-04-20
"Sardegna",181,2021-04-20
"Sicilia",832,2021-04-20
"Toscana",612,2021-04-20
"Trentino-Alto Adige",167,2021-04-20
"Umbria",130,2021-04-20
"Valle d'Aosta",33,2021-04-20
"Veneto",1000,2021-04-20
"Abruzzo",183,2021-04-21
"Basilicata",90,2021-04-21
"Calabria",152,2021-04-21
"Campania",590,2021-04-21
"Emilia-Romagna",747,2021-04-21
"Friuli Venezia Giulia",175,2021-04-21
"Lazio",943,2021-04-21
"Liguria",227,2021-04-21
"Lombardia",1459,2021-04-21
"Marche",196,2021-04-21
"Molise",34,2021-04-21
"Piemonte",628,2021-04-21
"Puglia",452,2021-04-21
"Sardegna",181,2021-04-21
"Sicilia",832,2021-04-21
"Toscana",612,2021-04-21
"Trentino-Alto Adige",167,2021-04-21
"Umbria",130,2021-04-21
"Valle d'Aosta",33,2021-04-21
"Veneto",1000,2021-04-21
"Abruzzo",183,2021-04-22
"Basilicata",90,2021-04-22
"Calabria",152,2021-04-22
"Campania",590,2021-04-22
"Emilia-Romagna",747,2021-04-22
"Friuli Venezia Giulia",175,2021-04-22
"Lazio",943,2021-04-22
"Liguria",227,2021-04-22
"Lombardia",1459,2021-04-22
"Marche",196,2021-04-22
"Molise",34,2021-04-22
"Piemonte",628,2021-04-22
"Puglia",452,2021-04-22
"Sardegna",181,2021-04-22
"Sicilia",832,2021-04-22
"Toscana",612,2021-04-22
"Trentino-Alto Adige",167,2021-04-22
"Umbria",130,2021-04-22
"Valle d'Aosta",33,2021-04-22
"Veneto",1000,2021-04-22
"Abruzzo",183,2021-04-23
"Basilicata",90,2021-04-23
"Calabria",152,2021-04-23
"Campania",590,2021-04-23
"Emilia-Romagna",747,2021-04-23
"Friuli Venezia Giulia",175,2021-04-23
"Lazio",943,2021-04-23
"Liguria",227,2021-04-23
"Lombardia",1459,2021-04-23
"Marche",196,2021-04-23
"Molise",34,2021-04-23
"Piemonte",628,2021-04-23
"Puglia",452,2021-04-23
"Sardegna",181,2021-04-23
"Sicilia",832,2021-04-23
"Toscana",612,2021-04-23
"Trentino-Alto Adige",167,2021-04-23
"Umbria",130,2021-04-23
"Valle d'Aosta",33,2021-04-23
"Veneto",1000,2021-04-23
"Abruzzo",183,2021-04-24
"Basilicata",90,2021-04-24
"Calabria",152,2021-04-24
"Campania",590,2021-04-24
"Emilia-Romagna",747,2021-04-24
"Friuli Venezia Giulia",175,2021-04-24
"Lazio",943,2021-04-24
"Liguria",227,2021-04-24
"Lombardia",1459,2021-04-24
"Marche",196,2021-04-24
"Molise",34,2021-04-24
"Piemonte",628,2021-04-24
"Puglia",452,2021-04-24
"Sardegna",181,2021-04-24
"Sicilia",832,2021-04-24
"Toscana",612,2021-04-24
"Trentino-Alto Adige",167,2021-04-24
"Umbria",130,2021-04-24
"Valle d'Aosta",33,2021-04-24
"Veneto",1000,2021-04-24
"Abruzzo",183,2021-04-25
"Basilicata",90,2021-04-25
"Calabria",152,2021-04-25
"Campania",590,2021-04-25
"Emilia-Romagna",747,2021-04-25
"Friuli Venezia Giulia",175,2021-04-25
"Lazio",943,2021-04-25
"Liguria",227,2021-04-25
"Lombardia",1459,2021-04-25
"Marche",196,2021-04-25
"Molise",34,2021-04-25
"Piemonte",628,2021-04-25
"Puglia",452,2021-04-25
"Sardegna",181,2021-04-25
"Sicilia",832,2021-04-25
"Toscana",612,2021-04-25
"Trentino-Alto Adige",167,2021-04-25
"Umbria",130,2021-04-25
"Valle d'Aosta",33,2021-04-25
"Veneto",1000,2021-04-25
"Abruzzo",183,2021-04-26
"Basilicata",90,2021-04-26
"Calabria",152,2021-04-26
"Campania",590,2021-04-26
"Emilia-Romagna",747,2021-04-26
"Friuli Venezia Giulia",175,2021-04-26
"Lazio",943,2021-04-26
"Liguria",227,2021-04-26
"Lombardia",1459,2021-04-26
"Marche",196,2021-04-26
"Molise",34,2021-04-26
"Piemonte",628,2021-04-26
"Puglia",452,2021-04-26
"Sardegna",181,2021-04-26
"Sicilia",832,2021-04-26
"Toscana",612,2021-04-26
"Trentino-Alto Adige",167,2021-04-26
"Umbria",130,2021-04-26
"Valle d'Aosta",33,2021-04-26
"Veneto",1000,2021-04-26
"Abruzzo",183,2021-04-27
"Basilicata",90,2021-04-27
"Calabria",152,2021-04-27
"Campania",590,2021-04-27
"Emilia-Romagna",747,2021-04-27
"Friuli Venezia Giulia",175,2021-04-27
"Lazio",943,2021-04-27
"Liguria",227,2021-04-27
"Lombardia",1459,2021-04-27
"Marche",196,2021-04-27
"Molise",34,2021-04-27
"Piemonte",628,2021-04-27
"Puglia",452,2021-04-27
"Sardegna",181,2021-04-27
"Sicilia",832,2021-04-27
"Toscana",612,2021-04-27
"Trentino-Alto Adige",167,2021-04-27
"Umbria",130,2021-04-27
"Valle d'Aosta",33,2021-04-27
"Veneto",1000,2021-04-27
"Abruzzo",183,2021-04-28
"Basilicata",90,2021-04-28
"Calabria",152,2021-04-28
"Campania",590,2021-04-28
"Emilia-Romagna",747,2021-04-28
"Friuli Venezia Giulia",175,2021-04-28
"Lazio",943,2021-04-28
"Liguria",227,2021-04-28
"Lombardia",1459,2021-04-28
"Marche",196,2021-04-28
"Molise",34,2021-04-28
"Piemonte",628,2021-04-28
"Puglia",452,2021-04-28
"Sardegna",181,2021-04-28
"Sicilia",832,2021-04-28
"Toscana",612,2021-04-28
"Trentino-Alto Adige",167,2021-04-28
"Umbria",130,2021-04-28
"Valle d'Aosta",33,2021-04-28
"Veneto",1000,2021-04-28
"Abruzzo",183,2021-04-29
"Basilicata",90,2021-04-29
"Calabria",152,2021-04-29
"Campania",590,2021-04-29
"Emilia-Romagna",747,2021-04-29
"Friuli Venezia Giulia",175,2021-04-29
"Lazio",943,2021-04-29
"Liguria",227,2021-04-29
"Lombardia",1459,2021-04-29
"Marche",196,2021-04-29
"Molise",34,2021-04-29
"Piemonte",628,2021-04-29
"Puglia",452,2021-04-29
"Sardegna",181,2021-04-29
"Sicilia",832,2021-04-29
"Toscana",612,2021-04-29
"Trentino-Alto Adige",167,2021-04-29
"Umbria",130,2021-04-29
"Valle d'Aosta",33,2021-04-29
"Veneto",1000,2021-04-29
"Abruzzo",183,2021-04-30
"Basilicata",90,2021-04-30
"Calabria",152,2021-04-30
"Campania",590,2021-04-30
"Emilia-Romagna",747,2021-04-30
"Friuli Venezia Giulia",175,2021-04-30
"Lazio",943,2021-04-30
"Liguria",227,2021-04-30
"Lombardia",1459,2021-04-30
"Marche",196,2021-04-30
"Molise",34,2021-04-30
"Piemonte",628,2021-04-30
"Puglia",452,2021-04-30
"Sardegna",181,2021-04-30
"Sicilia",832,2021-04-30
"Toscana",612,2021-04-30
"Trentino-Alto Adige",167,2021-04-30
"Umbria",130,2021-04-30
"Valle d'Aosta",33,2021-04-30
"Veneto",1000,2021-04-30
"Abruzzo",183,2021-05-01
"Basilicata",90,2021-05-01
"Calabria",152,2021-05-01
"Campania",590,2021-05-01
"Emilia-Romagna",747,2021-05-01
"Friuli Venezia Giulia",175,2021-05-01
"Lazio",943,2021-05-01
"Liguria",227,2021-05-01
"Lombardia",1459,2021-05-01
"Marche",196,2021-05-01
"Molise",34,2021-05-01
"Piemonte",628,2021-05-01
"Puglia",452,2021-05-01
"Sardegna",181,2021-05-01
"Sicilia",832,2021-05-01
"Toscana",612,2021-05-01
"Trentino-Alto Adige",167,2021-05-01
"Umbria",130,2021-05-01
"Valle d'Aosta",33,2021-05-01
"Veneto",1000,2021-05-01
"Abruzzo",183,2021-05-02
"Basilicata",90,2021-05-02
"Calabria",152,2021-05-02
"Campania",590,2021-05-02
"Emilia-Romagna",747,2021-05-02
"Friuli Venezia Giulia",175,2021-05-02
"Lazio",943,2021-05-02
"Liguria",227,2021-05-02
"Lombardia",1459,2021-05-02
"Marche",196,2021-05-02
"Molise",34,2021-05-02
"Piemonte",628,2021-05-02
"Puglia",452,2021-05-02
"Sardegna",181,2021-05-02
"Sicilia",832,2021-05-02
"Toscana",612,2021-05-02
"Trentino-Alto Adige",167,2021-05-02
"Umbria",130,2021-05-02
"Valle d'Aosta",33,2021-05-02
"Veneto",1000,2021-05-02
"Abruzzo",183,2021-05-03
"Basilicata",90,2021-05-03
"Calabria",152,2021-05-03
"Campania",590,2021-05-03
"Emilia-Romagna",747,2021-05-03
"Friuli Venezia Giulia",175,2021-05-03
"Lazio",943,2021-05-03
"Liguria",227,2021-05-03
"Lombardia",1459,2021-05-03
"Marche",196,2021-05-03
"Molise",34,2021-05-03
"Piemonte",628,2021-05-03
"Puglia",452,2021-05-03
"Sardegna",181,2021-05-03
"Sicilia",832,2021-05-03
"Toscana",612,2021-05-03
"Trentino-Alto Adige",167,2021-05-03
"Umbria",130,2021-05-03
"Valle d'Aosta",33,2021-05-03
"Veneto",1000,2021-05-03
"Abruzzo",183,2021-05-04
"Basilicata",90,2021-05-04
"Calabria",152,2021-05-04
"Campania",590,2021-05-04
"Emilia-Romagna",747,2021-05-04
"Friuli Venezia Giulia",175,2021-05-04
"Lazio",943,2021-05-04
"Liguria",227,2021-05-04
"Lombardia",1459,2021-05-04
"Marche",196,2021-05-04
"Molise",34,2021-05-04
"Piemonte",628,2021-05-04
"Puglia",452,2021-05-04
"Sardegna",181,2021-05-04
"Sicilia",832,2021-05-04
"Toscana",612,2021-05-04
"Trentino-Alto Adige",167,2021-05-04
"Umbria",130,2021-05-04
"Valle d'Aosta",33,2021-05-04
"Veneto",1000,2021-05-04
"Abruzzo",183,2021-05-05
"Basilicata",90,2021-05-05
"Calabria",152,2021-05-05
"Campania",590,2021-05-05
"Emilia-Romagna",747,2021-05-05
"Friuli Venezia Giulia",175,2021-05-05
"Lazio",943,2021-05-05
"Liguria",227,2021-05-05
"Lombardia",1459,2021-05-05
"Marche",196,2021-05-05
"Molise",34,2021-05-05
"Piemonte",628,2021-05-05
"Puglia",452,2021-05-05
"Sardegna",181,2021-05-05
"Sicilia",832,2021-05-05
"Toscana",612,2021-05-05
"Trentino-Alto Adige",167,2021-05-05
"Umbria",130,2021-05-05
"Valle d'Aosta",33,2021-05-05
"Veneto",1000,2021-05-05
"Abruzzo",183,2021-05-06
"Basilicata",90,2021-05-06
"Calabria",152,2021-05-06
"Campania",590,2021-05-06
"Emilia-Romagna",747,2021-05-06
"Friuli Venezia Giulia",175,2021-05-06
"Lazio",943,2021-05-06
"Liguria",227,2021-05-06
"Lombardia",1459,2021-05-06
"Marche",196,2021-05-06
"Molise",34,2021-05-06
"Piemonte",628,2021-05-06
"Puglia",452,2021-05-06
"Sardegna",181,2021-05-06
"Sicilia",832,2021-05-06
"Toscana",612,2021-05-06
"Trentino-Alto Adige",167,2021-05-06
"Umbria",130,2021-05-06
"Valle d'Aosta",33,2021-05-06
"Veneto",1000,2021-05-06
"Abruzzo",183,2021-05-07
"Basilicata",90,2021-05-07
"Calabria",152,2021-05-07
"Campania",590,2021-05-07
"Emilia-Romagna",747,2021-05-07
"Friuli Venezia Giulia",175,2021-05-07
"Lazio",943,2021-05-07
"Liguria",227,2021-05-07
"Lombardia",1459,2021-05-07
"Marche",196,2021-05-07
"Molise",34,2021-05-07
"Piemonte",628,2021-05-07
"Puglia",452,2021-05-07
"Sardegna",181,2021-05-07
"Sicilia",832,2021-05-07
"Toscana",612,2021-05-07
"Trentino-Alto Adige",167,2021-05-07
"Umbria",130,2021-05-07
"Valle d'Aosta",33,2021-05-07
"Veneto",1000,2021-05-07
"Abruzzo",183,2021-05-08
"Basilicata",90,2021-05-08
"Calabria",152,2021-05-08
"Campania",590,2021-05-08
"Emilia-Romagna",747,2021-05-08
"Friuli Venezia Giulia",175,2021-05-08
"Lazio",943,2021-05-08
"Liguria",227,2021-05-08
"Lombardia",1459,2021-05-08
"Marche",196,2021-05-08
"Molise",34,2021-05-08
"Piemonte",628,2021-05-08
"Puglia",452,2021-05-08
"Sardegna",181,2021-05-08
"Sicilia",832,2021-05-08
"Toscana",612,2021-05-08
"Trentino-Alto Adige",167,2021-05-08
"Umbria",130,2021-05-08
"Valle d'Aosta",33,2021-05-08
"Veneto",1000,2021-05-08
"Abruzzo",183,2021-05-09
"Basilicata",90,2021-05-09
